,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59390.426840300206,1636426841515015021,1,1636426841515,19.7605,1,1636,1.99121,19.9694,19.7184,0.264576,0.3879,293.1369375,37.0199438,0.49,t17_f5_c3,19.6911,0.4853,False,False,False,correction_0.0.1,0.0,,,
1,ztf,59392.30046299985,1638300461515015018,1,1638300461515,20.062952,1,1638,2.05452,19.646137,19.3855,0.18829884,0.2115,293.1369516,37.019931,0.4942857,t17_f5_c3,19.4884,0.2977,True,False,False,correction_0.0.1,0.0,0.99999595,728120115.0,
2,ztf,59394.3597569,1640359754915015000,1,1640359754915,20.008013,1,1640,2.265865,19.259012,19.2671,0.16241942,0.2029,293.1369974,37.0198871,0.79714286,t17_f5_c3,19.8233,0.4328,True,False,False,correction_0.0.1,0.0,0.99999595,685120149.0,
3,ztf,59394.367361099925,1640367361515015021,1,1640367361515,20.414364,1,1640,2.078011,19.33483,19.5824,0.12361183,0.188,293.136921,37.019906,0.6514286,t17_f5_c3,19.6121,0.2465,True,False,False,correction_0.0.1,0.0,1.0,728120115.0,
4,ztf,59394.43521990022,1640435211515015006,2,1640435211515,20.12637,1,1640,2.0732841,19.18951,19.2375,0.13890055,0.1774,293.1369056,37.0198973,0.70428574,t17_f5_c3,19.2806,0.2356,True,False,False,correction_0.0.1,0.0,0.99974924,728120215.0,
5,ztf,59396.298449099995,1642298444915015000,1,1642298444915,20.613811,1,1642,2.2531996,19.10592,19.2812,0.10160591,0.1141,293.1370072,37.0198983,0.86714286,t17_f5_c3,19.1461,0.1278,True,False,False,correction_0.0.1,0.0,0.99998707,685120149.0,
6,ztf,59397.303090299945,1643303091515015022,1,1643303091515,20.803534,1,1643,2.2283502,19.003456,19.0047,0.089569904,0.0758,293.1369251,37.0198584,0.7828571,t17_f5_c3,19.1272,0.1066,True,False,False,correction_0.0.1,0.0,0.9999998,728120115.0,
7,ztf,59397.3625115999,1643362511515015014,2,1643362511515,20.741932,1,1643,2.0172777,18.995352,19.1397,0.13136636,0.0968,293.1368988,37.0199113,0.7,t17_f5_c3,19.1107,0.119,True,False,False,correction_0.0.1,0.0,0.99919343,728120215.0,
8,ztf,59400.34212959977,1646342121515015014,2,1646342121515,20.738966,1,1646,2.093592,18.826183,18.9889,0.06863671,0.084,293.1369503,37.0199144,0.8642857,t17_f5_c3,18.9274,0.0999,True,False,False,correction_0.0.1,0.0,1.0,728120215.0,
9,ztf,59400.36252309987,1646362521515015019,1,1646362521515,20.779844,1,1646,2.1031895,18.842947,18.8232,0.07011867,0.0654,293.1369144,37.0198952,0.88285714,t17_f5_c3,18.8769,0.0863,True,False,False,correction_0.0.1,0.0,1.0,728120115.0,
10,ztf,59401.3409258998,1647340924915015002,2,1647340924915,20.579567,1,1647,2.2943711,18.79517,18.7852,0.074724115,0.0764,293.1370229,37.0199044,0.8471429,t17_f5_c3,18.7117,0.09,True,False,False,correction_0.0.1,0.0,0.9999018,685120249.0,
11,ztf,59401.377199099865,1647377194915015000,1,1647377194915,20.693724,1,1647,2.2319643,18.803087,18.7209,0.08851868,0.064,293.1370121,37.0199076,0.8528572,t17_f5_c3,18.6921,0.0784,True,False,False,correction_0.0.1,0.0,0.9999999,685120149.0,
12,ztf,59402.32028939994,1648320281515015028,1,1648320281515,20.816444,1,1648,2.1745582,18.8121,18.7608,0.06523017,0.0603,293.1369396,37.0198824,0.87714285,t17_f5_c3,18.7249,0.0732,True,False,False,correction_0.0.1,0.0,1.0,728120115.0,
13,ztf,59402.38685189979,1648386851515015018,2,1648386851515,20.537157,1,1648,2.081688,18.724003,18.754,0.072098844,0.0781,293.1369239,37.0199053,0.88,t17_f5_c3,18.6536,0.0901,True,False,False,correction_0.0.1,0.0,0.99999905,728120215.0,
14,ztf,59404.30866899993,1650308661515015031,2,1650308661515,20.646389,1,1650,2.0305462,18.727146,18.8022,0.10234526,0.0771,293.1369271,37.0199235,0.8485714,t17_f5_c3,18.9385,0.1096,True,False,False,correction_0.0.1,0.0,1.0,728120215.0,
15,ztf,59404.357164400164,1650357161515015016,1,1650357161515,20.940908,1,1650,2.0841188,18.82109,18.856,0.079260245,0.0614,293.1369185,37.0199008,0.86142856,t17_f5_c3,18.8148,0.074,True,False,False,correction_0.0.1,0.0,0.99999964,728120115.0,
16,ztf,59406.366435199976,1652366431515015075,1,1652366431515,20.414057,1,1652,2.1443381,19.006529,19.1782,0.104533955,0.1259,293.1368975,37.019875,0.6557143,t17_f5_c3,19.3295,0.1835,True,False,False,correction_0.0.1,0.0,1.0,728120115.0,
17,ztf,59408.32435189979,1654324351515015012,2,1654324351515,20.615393,1,1654,2.0014713,18.734604,18.9311,0.09370718,0.0907,293.1368991,37.0199145,0.83285713,t17_f5_c3,19.1211,0.1357,True,False,False,correction_0.0.1,0.0,0.9999999,728120215.0,
18,ztf,59408.36270829989,1654362701515015017,1,1654362701515,20.751434,1,1654,2.1210601,18.901295,18.7893,0.08658749,0.0685,293.1369229,37.0198979,0.83,t17_f5_c3,18.8256,0.0886,True,False,False,correction_0.0.1,0.0,1.0,728120115.0,
19,ztf,59410.384189799894,1656384181515015026,2,1656384181515,20.586195,1,1656,2.034388,18.84704,18.9532,0.1033026,0.0938,293.1369049,37.0199091,0.7728571,t17_f5_c3,18.9028,0.1131,True,False,False,correction_0.0.1,0.0,0.9999983,728120215.0,
20,ztf,59412.33310189983,1658333101515015042,1,1658333101515,20.850153,1,1658,2.1244426,19.10912,19.1529,0.090670556,0.0866,293.1369197,37.0198861,0.86285716,t17_f5_c3,19.1458,0.108,True,False,False,correction_0.0.1,0.0,0.9999995,728120115.0,
21,ztf,59412.38459490007,1658384591515015023,2,1658384591515,20.68862,1,1658,2.1480467,18.861198,18.8535,0.0937593,0.0792,293.1369403,37.0198879,0.85571426,t17_f5_c3,18.7921,0.0942,True,False,False,correction_0.0.1,0.0,0.99987024,728120215.0,
22,ztf,59414.39618059993,1660396184915015004,1,1660396184915,20.737385,1,1660,2.337084,19.255886,19.3073,0.1170596,0.1086,293.13707,37.019904,0.82714283,t17_f5_c3,19.2067,0.1252,True,False,False,correction_0.0.1,0.0,0.998582,685120149.0,
23,ztf,59415.384455999825,1661384451515065022,2,1661384451515,20.5999,1,1661,2.07282,18.9187,19.0098,0.106947,0.0973,293.1369499,37.019919,0.832857,t17_f5_c3,18.9954,0.1213,False,False,False,correction_1.0.6,0.0,,,1.6733018015150152e+18
24,ztf,59415.384455999825,1661384451515015022,2,1661384451515,20.599915,1,1661,2.0728254,18.91867,19.0098,0.106946826,0.0973,293.1369499,37.019919,0.83285713,t17_f5_c3,18.9954,0.1213,True,False,False,correction_0.0.1,0.0,0.9999906,728120215.0,
25,ztf,59415.384455999825,1661384451515075022,2,1661384451515,20.5999,1,1661,2.07282,18.9187,19.0098,0.106947,0.0973,293.1369499,37.019919,0.832857,t17_f5_c3,18.9954,0.1213,False,False,False,correction_1.0.6,0.0,,,1.675333071515015e+18
26,ztf,59415.43069439987,1661430691515065025,1,1661430691515,20.4358,1,1661,2.18115,19.2525,19.4812,0.110192,0.1559,293.1369482,37.019886,0.798571,t17_f5_c3,19.4671,0.196,False,False,False,correction_1.0.6,0.0,,,1.675333071515015e+18
27,ztf,59415.43069439987,1661430691515055025,1,1661430691515,20.4358,1,1661,2.18115,19.2525,19.4812,0.110192,0.1559,293.1369482,37.019886,0.798571,t17_f5_c3,19.4671,0.196,False,False,False,correction_1.0.6,0.0,,,1.6733018015150152e+18
28,ztf,59415.43069439987,1661430691515015025,1,1661430691515,20.435766,1,1661,2.1811504,19.252474,19.4812,0.11019214,0.1559,293.1369482,37.019886,0.7985714,t17_f5_c3,19.4671,0.196,True,False,False,correction_0.0.1,0.0,0.9999994,728120115.0,
29,ztf,59418.3264583,1664326451515015011,1,1664326451515,19.2467,1,1664,1.9966,19.4671,19.6191,0.266458,0.5586,293.136942,37.0199464,0.521429,t17_f5_c3,19.1861,0.4819,False,False,False,correction_1.0.6,0.0,,,1.668391601515015e+18
30,ztf,59422.39160879981,1668391601515015021,2,1668391601515,20.23964,1,1668,2.117753,19.241507,19.2405,0.13476792,0.1635,293.1369644,37.0199135,0.78571427,t17_f5_c3,19.0585,0.1767,True,False,False,correction_1.0.6,0.0,0.999997,728120215.0,
31,ztf,59424.26674770005,1670266741515015019,1,1670266741515,20.625704,1,1670,2.1310995,19.829931,19.8231,0.1736083,0.1866,293.1369369,37.0198929,0.63714284,t17_f5_c3,19.6971,0.2117,True,False,False,correction_1.0.6,0.0,0.9996972,728120115.0,
32,ztf,59427.30180560006,1673301801515015042,1,1673301801515,20.696526,1,1673,2.1543937,20.012451,19.8934,0.17181438,0.1838,293.1369144,37.0198753,0.40428573,t17_f5_c3,20.0722,0.2761,True,False,False,correction_1.0.6,0.0,1.0,728120115.0,
33,ztf,59427.33035880001,1673330351515015022,2,1673330351515,20.313084,1,1673,2.1128979,19.488434,19.6419,0.18274932,0.2112,293.1369094,37.0198891,0.58428574,t17_f5_c3,20.0047,0.3756,True,False,False,correction_1.0.6,0.0,0.99983966,728120215.0,
34,ztf,59429.33307870012,1675333071515015031,1,1675333071515,20.999214,1,1675,2.1143634,20.321362,20.3755,0.17024599,0.2281,293.1368959,37.0198815,0.5042857,t17_f5_c3,20.8029,0.4295,True,False,False,correction_1.0.6,0.0,0.9999982,728120115.0,
35,ztf,59429.36978009995,1675369781515015029,2,1675369781515,20.507742,1,1675,2.0402362,19.336424,19.3939,0.1255652,0.1445,293.1369109,37.0199117,0.75,t17_f5_c3,19.372,0.1797,True,False,False,correction_1.0.6,0.0,0.99999523,728120215.0,
